"","cbend","cbstart","ecend","ecstart"
"4423",3530330,4155257,4509384,4509313
"4424",2940639,3530263,4509384,4509316
"4425",454578,2940677,4509384,4509346
"4428",2509075,4017437,4509384,4509348
"4430",108959,3634711,4509385,4509310
"4433",3545264,3799926,4513501,4509348
"4435",2355786,3623163,4513625,4513532
"4436",2012079,2355897,4513721,4513508
"4438",2435545,3979058,4513722,4513684
"4439",2180493,2435582,4513722,4513685
"4440",328400,2180531,4513722,4513684
"4442",471284,594368,4513728,4513685
"4444",997338,3545149,4517611,4513724
"4446",633418,3735169,4517611,4517568
"4448",1063396,4638950,4517611,4517573
"4449",212667,1063432,4517611,4517575
"4453",3134549,4616825,4517614,4517575
"4454",60116,3134588,4517616,4517575
"4457",2162727,3969067,4517649,4517571
"4458",603909,2162806,4517649,4517575
"4460",3534484,3800049,4517659,4517573
"4461",1623124,3534392,4518697,4517574
"4462",562921,1623337,4520779,4518483
"4465",2470812,4389030,4521616,4521585
"4468",332336,3865847,4521618,4521573
"4470",3831312,4437776,4521620,4521584
"4471",3066668,3831346,4521624,4521586
"4472",8788,3066628,4521639,4521584
"4476",4168269,4557066,4521666,4521631
"4477",1063432,4168350,4521666,4521585
"4480",603988,2475943,4521666,4521578
"4482",2805721,2863961,4521666,4521587
"4485",2867018,4149498,4521666,4521584
"4487",3313670,4155344,4521666,4521584
"4488",459662,3313589,4521666,4521587
"4491",3613238,4643106,4521666,4521596
"4494",1312771,4712472,4521666,4521631
"4495",60157,1312695,4521666,4521586
"4499",3616914,3968987,4521667,4521586
"4500",2823548,3616994,4521667,4521587
"4502",3087773,3530258,4521667,4521580
"4503",22085,3087855,4521667,4521587
"4506",3715721,3742925,4521667,4521587
"4507",1065456,3715757,4521667,4521631
"4509",4116120,4116135,4521667,4521633
"4510",3800049,4116084,4521668,4521631
"4512",602181,3914454,4521668,4521585
"4515",746532,4208560,4521669,4521586
"4517",332291,4361259,4521669,4521583
"4519",528472,594354,4521669,4521631
"4524",696732,3022420,4521670,4521633
"4526",2342062,4576836,4521671,4521587
"4527",2276956,2342145,4521671,4521584
"4530",480495,4084037,4521673,4521633
"4531",240813,480402,4521673,4521578
"4533",3118873,3780583,4521678,4521631
"4535",1043293,3541278,4524131,4517656
"4539",108956,3569235,4524426,4524348
"4544",3942384,4377214,4524427,4524347
"4545",1868776,3942308,4524427,4524348
"4547",597882,3536743,4524428,4522091
"4551",2823547,3562008,4524429,4524348
"4552",1065499,2823630,4524471,4524345
"4555",4168319,4377216,4524471,4524438
"4556",2604332,4168353,4524472,4524437
"4557",2470814,2604254,4524473,4524394
"4562",696773,4225381,4524477,4524391
"4564",2608012,4155171,4524480,4524442
"4566",1727417,4256498,4527514,4524392
"4568",3512020,3534401,4529573,4524484
"4569",3501348,3512553,4530621,4529041
"4570",3494540,3502379,4532497,4529597
"4571",2422011,3496324,4534136,4530718
"4572",2083767,2422097,4534148,4534050
"4574",1566766,3494432,4546892,4532497
"4577",3484616,3490725,4551601,4545352
"4578",1530598,3487308,4552305,4548908
"4581",2017079,2017970,4553056,4552186
"4582",1533950,2017477,4553073,4552658
"4583",1531382,1533556,4553074,4552679
"4584",1532614,1530985,4554312,4552677
"4588",2355796,4023590,4576877,4566592
"4590",3428802,3440489,4578044,4566550
"4591",3426751,3429404,4580192,4577442
"4592",201783,3428381,4584764,4578563
"4594",3411757,3426604,4595401,4580211
"4595",2078823,3417929,4596043,4589228
"4597",1023257,2081653,4596511,4595594
"4599",3411436,3411378,4596522,4596436
"4600",1023257,3411697,4596743,4596304
"4602",3411407,3411402,4596790,4596644
"4603",3411446,3411538,4596976,4596652
"4604",1023260,3411538,4596978,4596884
"4606",3402009,3883060,4606250,4601479
"4607",3394024,3411402,4614337,4596876
"4609",3088456,4629241,4629544,4628131
"4611",3030296,3393953,4634993,4619579
"4612",2567072,3030219,4635668,4634916
"4613",1472076,2567213,4636315,4635527
"4615",3373718,3383228,4638114,4630394
"4616",3369370,3374664,4641532,4637168
"4617",3359050,3372790,4651957,4638140
"4618",3356743,3369324,4655366,4641658
"4619",3348081,3357420,4658043,4654698
"4621",3720225,3719531,4659352,4658649
"4623",3706586,4003331,4663627,4660029
"4625",446264,3717773,4671472,4664003
"4627",3709711,4498589,4674338,4671857
"4629",3716097,3717694,4676414,4674802
"4630",3345735,3716476,4683203,4676035
"4631",2917253,3347742,4683258,4681196
"4632",212702,2917319,4686472,4683192
"4633",108956,212665,4686472,4686435
"4635",2805564,3549408,4686472,4686438
"4637",633454,2805608,4686473,4686438
"4639",603988,4616863,4686473,4686435
"4644",2805721,4562370,4686473,4686437
"4645",60157,2805686,4686473,4686438
"4648",3534392,4155389,4686474,4686438
"4650",435741,3969025,4686474,4686435
"4653",454578,3616952,4686474,4686436
"4657",22085,3742892,4686474,4686437
"4661",3504399,3735125,4686474,4686436
"4662",1065456,3504362,4686474,4686437
"4667",3914370,4380762,4686475,4686437
"4668",2576239,3914407,4686475,4686438
"4670",746531,4638991,4686475,4686434
"4672",332290,4576896,4686475,4686433
"4677",3602532,4208522,4686475,4686436
"4678",480490,3602569,4686475,4686438
"4681",3799965,3800009,4686477,4686435
"4682",602178,3799923,4686478,4686435
"4688",2248005,4562500,4692552,4692516
"4691",594368,3851498,4692552,4692513
"4693",637796,3979096,4692554,4692515
"4695",3318860,3337503,4702414,4691953
"4697",3313755,4172891,4705756,4703054
"4698",3306753,3316457,4708160,4703050
"4700",3866793,4012782,4708374,4708310
"4701",2401202,3866731,4708375,4708312
"4703",3036662,4149498,4708390,4708311
"4704",2207496,3036583,4708393,4708313
"4706",3298794,3534476,4708393,4708311
"4708",2766305,3627980,4708393,4708310
"4711",22082,4208569,4708396,4708304
"4713",3311236,3978363,4712653,4709070
"4714",3306038,3312112,4713351,4711775
"4715",3305493,3313599,4715483,4705811
"4716",2823584,3305950,4716965,4715026
"4718",3530294,4643181,4716965,4716925
"4719",480453,3530331,4716965,4716928
"4721",3534431,3561931,4716968,4716927
"4722",60118,3534389,4716969,4716926
"4724",4116176,4116171,4716971,4716927
"4725",3087855,4116228,4717023,4716919
"4726",2863964,3087772,4717026,4716928
"4727",2810959,2863878,4717032,4716927
"4729",3371412,3534437,4720410,4720372
"4730",3034170,3371379,4720414,4720377
"4731",2207406,3034133,4720414,4720377
"4733",2867112,3783021,4720420,4720376
"4736",3313692,4388876,4720452,4720379
"4738",3568945,3569289,4720453,4720379
"4740",249289,3569372,4720952,4720379
"4742",1841724,3302210,4722140,4717031
"4744",3177471,3297224,4724599,4722152
"4745",395404,3177503,4724642,4724567
"4747",696813,1575195,4724643,4724567
"4750",3836175,4437637,4727440,4725895
"4751",2588816,3836123,4727731,4727388
"4753",3236482,3293083,4735548,4729781
"4755",3227275,4160537,4762991,4761349
"4756",297322,3228412,4768365,4761854
"4759",3008506,4218482,4769040,4768965
"4760",2355862,3008431,4769042,4768965
"4763",3222270,3227104,4772012,4769343
"4764",3217320,3223570,4773326,4770712
"4765",3217018,3218588,4773905,4772058
"4766",1401316,3217154,4775222,4773769
"4768",3214440,3733099,4776194,4775133
"4770",3166720,4256544,4780715,4780683
"4772",1699735,4090094,4780717,4780682
"4775",3969062,4649861,4780755,4780681
"4777",2036259,3970779,4780757,4780684
"4780",302948,3602609,4780758,4780684
"4783",3417951,3756724,4786285,4786252
"4784",3075733,3417917,4786285,4786251
"4787",3184675,4449531,4786288,4786251
"4789",459604,3773993,4786310,4786252
"4793",3152261,4377137,4787551,4787513
"4794",2364304,3152217,4788431,4787507
"4795",2365468,2363772,4789646,4787902
"4796",1497077,2364363,4791298,4788541
"4798",4142354,4144365,4791350,4791205
"4799",3705716,4142520,4791353,4791184
"4800",1481404,3705541,4791353,4791178
"4801",1251498,1481237,4791364,4791186
"4803",1047951,3452849,4791589,4791186
"4806",1046287,4067349,4791620,4790935
"4808",1408147,3375571,4791647,4790829
"4810",3205771,3211656,4791949,4786252
"4812",3184640,4714950,4799699,4792588
"4815",2988765,3756757,4799702,4799667
"4818",3196965,3205264,4808116,4799717
"4819",3192510,3199201,4810734,4805894
"4820",136217,3192598,4810734,4810646
"4822",136218,3192712,4810851,4810646
"4824",3192743,3192831,4810966,4810764
"4825",136216,3192831,4810967,4810878
"4828",3355469,4273732,4811156,4811083
"4829",2305293,3355539,4811159,4811084
"4831",3184759,3195339,4818775,4808153
"4832",3183790,3187656,4819650,4815881
"4835",3374739,4437774,4822290,4822234
"4837",1575274,3700319,4822313,4822238
"4840",2576406,4155258,4822313,4822237
"4843",2576242,4155345,4822313,4822237
"4844",1575188,2576319,4822313,4822238
"4845",1153609,1575112,4822313,4822239
"4848",3851501,4377121,4822313,4822278
"4850",3700323,4449645,4822314,4822279
"4851",2576323,3700401,4822314,4822238
"4852",2207497,2576401,4822316,4822238
"4854",3178346,3625836,4824950,4822280
"4855",2355786,3183664,4825066,4819649
"4857",1315553,4449569,4825131,4825093
"4860",1856861,4491488,4825132,4825095
"4861",13899,1856896,4825132,4825097
"4865",52425,3773957,4825137,4825094
"4867",3174566,3178309,4828678,4825093
"4868",3173672,3176788,4829551,4826468
"4870",496838,3206042,4834271,4834235
"4874",3347797,3347930,4835742,4835705
"4877",1999713,4118289,4835793,4835707
"4879",1703298,4155424,4835797,4835706
"4881",2319835,3780502,4835802,4835764
"4883",1999629,4008372,4835803,4835764
"4884",1312690,1999531,4837172,4835706
"4886",3162452,3985511,4841364,4838684
"4888",2940690,4631807,4841459,4841381
"4890",1703263,4012747,4841461,4841382
"4892",2305295,4389074,4841464,4841381
"4893",1505226,2305261,4843518,4841430
"4895",1177536,3162246,4850178,4841477
"4897",1176247,2151359,4851497,4851012
"4899",242109,3530747,4857111,4855780
